OBJECTID,GLOBALID,REGISTRO,ACTIVIDAD.ECONOMICA,TELEFONO,CORREO.ELECTRONICO,N.ESTABLECIMIENTO,ENCUESTADOR,OTRA.ACTIVIDAD.ECONOMICA,COD.ESTABLECIMIENTO,LETRERO,LETRERO.PINTADO,ENTRADA,CELULAR,CELULAR.SECUNDARIO,ZONA,PALABRA.CLAVE,X,Y
3,9b861b1c-a640-4e16-878c-24f4d4d5fc6a,6/8/2020 20:38,Otro,0,,0,2,,15206_1,no,no,Pequeña,0,0,FISDECO,Indefinido,-74.141005,4.548814
4,d371a6c8-50e1-4b97-8f8a-f778248ad897,6/8/2020 20:52,Comercial,0,,panadería y Cafetería YAKI,2,,14035_1,si,no,Estandar,0,0,FISDECO,Panadería,-74.141122,4.54902
5,116f0c17-fc0b-4981-8b3e-532cb263a66a,6/8/2020 20:56,Servicios,0,,Centro Electrónico El Lucero,2,,14035_2,si,no,Estandar,3144453641,0,FISDECO,Taller,-74.141513,4.548987
7,160dbc6d-5fa2-4b9f-86a9-cf9edcc3820b,6/8/2020 21:06,Servicios,0,,Servibanca,2,,14035_4,si,no,Pequeña,0,0,FISDECO,Financiero,-74.1417,4.548851
8,45687905-d958-4316-8e6c-976495147ac4,6/8/2020 21:11,Servicios,0,,Barbería y peluquería EMMANUEL,2,,14035_5,si,no,Estandar,0,0,FISDECO,Peluquería,-74.141585,4.548618
10,9ff3f097-9b94-4a00-8474-83201ca11026,6/8/2020 21:20,Comercial,0,,Alquiler y venta de disfraces,2,,14035_7,si,no,Estandar,0,0,FISDECO,Ropa,-74.141119,4.548816
11,6e98571e-9543-4a1f-83fc-7a1041387a4f,6/8/2020 21:31,Comercial,0,,0,2,,2157_1,no,no,Estandar,0,0,FISDECO,Supermercado,-74.141087,4.548604
13,ab2693e8-76da-4c46-8fdf-6684389929a3,6/8/2020 21:38,Comercial,0,,Tejidos norma hilos hilazas,2,,2157_3,si,no,Estandar,0,0,FISDECO,Textil,-74.141282,4.548541
14,710c6f07-dc63-415c-8b26-bfcc3c8bf357,6/8/2020 21:43,Comercial,0,,0,2,,2157_4,no,no,Estandar,0,0,FISDECO,Supermercado,-74.141598,4.54848
16,379609ac-3744-4c3e-823b-822564031882,6/8/2020 21:56,Comercial,0,,0,2,,14940_1,no,no,Estandar,0,0,FISDECO,Supermercado,-74.14171,4.548455
17,5c6be555-a708-4c7a-87ce-d739a5eb56ca,6/8/2020 23:12,Comercial,0,,0,2,,14942_1,no,no,Estandar,0,0,FISDECO,Supermercado,-74.141462,4.547135
18,c09650a6-1d19-43ae-8370-857dc04aa97c,6/8/2020 23:17,Servicios,0,,Alquiler de luces y sonido,2,,14240_1,si,no,Estandar,3212342351,0,FISDECO,Audiovisual,-74.140989,4.548598
19,b9d49626-f0c6-44d0-87e2-fa5dda72aa9a,6/8/2020 23:51,Comercial,0,,Sutatenza Papelería,2,,14240_2,si,no,Estandar,0,0,FISDECO,Miscelánea,-74.14144,4.548052
20,01736638-b591-4712-83a5-fa0eae66b150,6/8/2020 23:57,Comercial,0,,0,2,,32966_1,no,no,Estandar,0,0,FISDECO,Supermercado,-74.141955,4.546952
21,8a91ba26-791b-4039-8eb1-5e5a66d7dd82,6/9/2020 0:34,Comercial,0,,0,2,,32966_2,no,no,Pequeña,0,0,FISDECO,Supermercado,-74.1421,4.546896
23,2f74272d-eaaf-4aaf-8402-73e37a0bc749,6/9/2020 0:44,Comercial,0,,Tienda de Cerveza Esqui ranja,2,,10160_1,si,no,Estandar,0,0,FISDECO,Licores,-74.142753,4.545208
24,04da3ebb-2c52-4606-8c4f-58093826ac70,6/9/2020 0:56,Otro,0,,0,2,,10160_2,no,no,Estandar,0,0,FISDECO,Indefinido,-74.143009,4.545929
25,58ddc6f4-0f8e-4b7c-8e31-e47222799c87,6/9/2020 1:00,Comercial,0,,0,2,,1415_1,no,no,Estandar,0,0,FISDECO,Supermercado,-74.142812,4.545197
26,6e1d8521-1f73-4f75-8d86-74791645ca89,6/9/2020 1:06,Comercial,0,,0,2,,1415_2,no,no,Estandar,0,0,FISDECO,Supermercado,-74.142927,4.545592
27,adfbe6e0-03e3-43c2-8d1a-a426f3e6689a,6/9/2020 1:10,Comercial,0,,ZoeHogar,2,,1415_3,si,no,Pequeña,0,0,FISDECO,Distribuidora,-74.142931,4.545607
28,eab32d47-dc05-4ee7-8569-fd47b97f39e0,6/9/2020 1:11,Otro,0,,Centro de desarrollo infantil,2,ICBF,1415_4,si,no,Estandar,0,0,FISDECO,Asociación,-74.142971,4.5457
29,a8ebf4ba-eecb-4331-820f-c7e8e93c376b,6/9/2020 1:14,Otro,0,,Centro de desarrollo infantil ICBF,2,ICBF,1415_5,si,no,Estandar,0,0,FISDECO,Asociación,-74.143526,4.545766
30,29eaf66b-c1ed-4081-89ae-27c3dbb5f827,6/9/2020 1:19,Otro,0,,0,2,,9603_1,no,no,Pequeña,0,0,FISDECO,Indefinido,-74.143957,4.545388
31,959d7add-7782-4f91-8dea-bfffb48013bd,6/9/2020 1:26,Comercial,0,,0,2,,9603_2,no,no,Estandar,0,0,FISDECO,Supermercado,-74.143966,4.54545
32,edcf2d01-89a3-4747-8281-59cd91ec7b35,6/9/2020 1:30,Comercial,0,,0,2,,9603_3,no,no,Estandar,0,0,FISDECO,Licores,-74.143991,4.545518
33,6372f3ac-fdd5-4668-89a0-544eb24ea5ec,6/9/2020 1:33,Comercial,0,,0,2,,31991_1,no,no,Estandar,0,0,FISDECO,Supermercado,-74.14438,4.545047
34,2844a8c8-8604-43da-83da-cbdb722a7b6f,6/9/2020 1:45,Comercial,0,,0,2,,10157_1,no,no,Estandar,0,0,FISDECO,Supermercado,-74.14414,4.544665
41,e57e09c7-2b5a-4f53-8f84-22e3bb930e5e,6/9/2020 3:18,Industrial,0,,0,2,,21567_1,no,no,Estandar,0,0,CPS,Metalurgica,-74.148939,4.54073
42,7c42b43f-9b0e-4545-8235-198a27209f3c,6/9/2020 3:25,Comercial,0,,Tienda el danubio,2,,21567_2,si,no,Estandar,0,0,CPS,Licores,-74.149028,4.540844
43,529cf480-f34e-490b-8043-2ba3b9e16c75,6/9/2020 3:28,Otro,0,,Parqueadero y Chatarra,2,Parqueadero,21567_3,no,no,Estandar,0,0,CPS,Parqueadero,-74.149331,4.541019
44,48abfbc8-8de1-49d1-859b-f4814d3bfc8a,6/9/2020 3:44,Servicios,0,,Taller Electrónico El Costeño,2,,21567_4,si,no,Estandar,0,0,CPS,Taller,-74.149541,4.540982
45,77aa81b2-e913-4070-868e-baf0605174df,6/9/2020 3:46,Comercial,0,,0,2,,36330_1,no,no,Estandar,0,0,CPS,Supermercado,-74.148874,4.540815
46,748709c4-5248-4898-82d3-9c48a67f59ed,6/9/2020 3:53,Servicios,0,,Lavadoras Ulloa,2,,36330_2,si,no,Estandar,0,0,CPS,Taller,-74.148986,4.540929
47,e7982fe9-24f4-4064-85f1-9dad64c1e0ab,6/9/2020 3:56,Comercial,0,,Supermercado Surabastos Miguelito,2,,36330_3,si,no,Estandar,0,0,CPS,Supermercado,-74.149062,4.54109
48,a3cfc32e-d2e4-4517-8878-b91212e1b470,6/9/2020 4:00,Servicios,7805991,,Laboratorio Dental Odontologia,2,,36330_4,si,no,Estandar,0,0,CPS,Salud,-74.149308,4.541357
49,d1e30a77-45c0-4eef-8aae-13dddfc785c1,6/9/2020 4:03,Comercial,0,,Aseo el vacan,2,,36330_5,si,no,Estandar,0,0,CPS,Distribuidora,-74.149382,4.541476
50,2d837e1c-a48a-4ac0-8fd2-ab6dd01ade96,6/9/2020 4:06,Comercial,0,,Disfraces,2,,36330_6,si,no,Estandar,0,0,CPS,Textil,-74.149389,4.541662
51,a1552d0a-e6c1-4fdb-890a-779df846712f,6/9/2020 4:09,Comercial,0,,Papelería Miscelania Fotocopias,2,,36882_1,si,no,Estandar,0,0,CPS,Miscelánea,-74.151097,4.539519
52,f593b561-1546-42d6-8f83-b0be32b6df30,6/10/2020 21:39,Otro,0,,0,2,,21564_1,no,no,Pequeña,0,0,CPS,Indefinido,-74.151093,4.540567
53,a6cbead4-3df7-484e-84d0-7fbf319c4091,6/10/2020 23:39,Otro,0,,0,2,,21564_2,no,no,Pequeña,0,0,CPS,Indefinido,-74.150567,4.540679
54,752da818-1cf3-47b5-8e82-dace1610e408,6/10/2020 23:46,Comercial,0,,0,2,,24660_1,no,no,Pequeña,0,0,CPS,Supermercado,-74.1511,4.539182
55,ace23b8f-b1ab-4b6d-852e-545d55a90c2d,6/10/2020 23:55,Comercial,0,,0,2,,24660_2,no,no,Pequeña,0,0,CPS,Licores,-74.150812,4.538964
56,dd8b0e8a-7d00-4b3e-8f66-0fffd66f5de8,6/10/2020 23:57,Otro,0,,Iglesia jesucristo misionera,2,Iglesia cristia,24660_3,si,no,Pequeña,0,0,CPS,Iglesia,-74.150695,4.538954
57,085000e6-ac76-4101-883e-48b8e4aba161,6/11/2020 0:10,Comercial,0,,Miscelánea y Papelería,2,,24814_1,si,no,Pequeña,0,0,CPS,Miscelánea,-74.151079,4.538935
58,3846b5b3-afd3-43b6-8542-cee5e212ed51,6/11/2020 0:35,Comercial,0,,0,2,,42952_1,no,no,Pequeña,0,0,CPS,Supermercado,-74.149978,4.538837
59,b9ee1fd0-9758-4306-8a4b-7949d5473190,6/11/2020 0:37,Comercial,0,,Droguería su salud gran tesoro,2,,38694_1,si,no,Estandar,0,0,CPS,Droguería,-74.148881,4.539155
60,5aa3fa16-b1c7-4908-824f-d3124cc8733e,6/11/2020 0:55,Industrial,0,,0,2,,38694_2,no,no,Pequeña,0,0,CPS,Metalurgica,-74.148718,4.539372
61,ffe25a35-10df-4c8a-8e0c-a26239fdb3ee,6/11/2020 0:57,Servicios,0,,0,2,,38694_3,no,no,Estandar,0,0,CPS,Parqueadero,-74.148582,4.539545
62,e73f7e56-508c-458b-8327-fc89fdadeebc,6/11/2020 1:08,Otro,0,,0,2,,38694_4,no,no,Estandar,0,0,CPS,Indefinido,-74.148545,4.539597
63,b7777773-897d-4193-871b-13128e8b8561,6/11/2020 1:24,Servicios,7317083,,Gas tural Ferregas tural,2,,38694_5,si,si,Estandar,3202134342,0,CPS,Servicios publicos,-74.14851,4.539641
64,83256e7a-f62c-48df-8432-4562e62613a8,6/11/2020 1:28,Comercial,0,,Pollo y fresas Delifruver viveres,2,,38694_6,si,si,Estandar,0,0,CPS,Supermercado,-74.148218,4.540259
65,606f100b-491c-4907-8330-8bd454bebbbd,6/11/2020 1:46,Comercial,0,,Ferretería,2,,38694_7,no,no,Estandar,0,0,CPS,Herramientas,-74.14837,4.540295
66,f20855bd-9915-4685-81a1-c0f5d3e3d8b6,6/11/2020 2:05,Servicios,0,,Taller y motolavado KAIROS,2,,21922_1,si,no,Estandar,3112974013,0,CPS,Taller,-74.148624,4.540487
67,6ae43219-2c05-4e06-8036-95ad7e4e6d84,6/11/2020 2:10,Comercial,0,,Mercafruver la placita santanderea,2,,21922_2,si,no,Estandar,0,0,CPS,Supermercado,-74.148688,4.540515
68,24b609c1-ea4f-4b98-8128-09bf8c6e24ee,6/11/2020 17:59,Comercial,0,,Tienda Blanquita,2,,38693_1,si,no,Estandar,0,0,CPS,Licores,-74.151236,4.540574
69,43bf60a3-9bfd-40b5-8813-2a402422da8f,6/11/2020 18:05,Comercial,0,,Supermercado el lio,2,,38693_3,si,no,Estandar,0,0,CPS,Supermercado,-74.151284,4.540704
70,22409a2b-ccd2-4fa7-824e-3b3379f6402e,6/11/2020 18:10,Comercial,0,,0,2,,38693_2,no,no,Pequeña,0,0,CPS,Supermercado,-74.151274,4.540674
71,92f14251-d085-4097-8a0a-e4705be607e2,6/11/2020 18:18,Comercial,0,,El trebol,2,,38693_4,si,no,Estandar,0,0,CPS,Supermercado,-74.151332,4.540865
72,a97d845e-f8b0-4ee2-8a00-439741767847,6/11/2020 18:20,Otro,0,,0,2,,38693_5,no,no,Estandar,0,0,CPS,Indefinido,-74.14932,4.541208
73,e941081d-8cdc-43b9-8595-2f00f4ee24b9,6/11/2020 19:53,Comercial,0,,0,2,,21215_1,no,no,Pequeña,0,0,CPS,Supermercado,-74.151379,4.541027
74,d7413312-e079-4eb3-82f9-dfebe47bd18d,6/11/2020 19:55,Comercial,0,,0,2,,21215_2,no,no,Estandar,0,0,CPS,Supermercado,-74.151418,4.541153
75,f6d46aaa-3aa6-4c7f-83a4-fc9f76b26d9f,6/11/2020 19:57,Comercial,0,,Aseo variedades,2,,21215_3,si,no,Estandar,0,0,CPS,Distribuidora,-74.151535,4.541518
76,b61790c2-27ec-4192-8576-c069325aa761,6/11/2020 20:00,Servicios,0,,Billar Shirley,2,,21215_4,si,si,Estandar,0,0,CPS,Juegos,-74.151583,4.541654
77,ada0057d-7b15-476d-8f4a-a75359ce98bb,6/11/2020 20:08,Otro,0,,Chatarreria 24 horas,2,Chatarra,37213_1,si,si,Estandar,0,0,CPS,Reciclaje,-74.149492,4.541769
78,54634879-6872-4ce2-8da4-ede304707143,6/11/2020 20:16,Servicios,0,,Venta de Gas,2,,37213_2,si,no,Estandar,0,0,CPS,Servicios publicos,-74.149585,4.541916
79,947ca67f-003e-41ed-8be1-c6bf945b42bf,6/11/2020 20:26,Comercial,0,,0,2,,21162_1,no,no,Estandar,0,0,CPS,Supermercado,-74.149425,4.541738
80,aa7d6b8e-27a8-43cc-831a-211dff19bfb7,6/11/2020 20:28,Servicios,0,,motolavado,2,,21162_2,si,si,Estandar,0,0,CPS,Lavado,-74.149469,4.541905
81,2cdb6e06-2ad1-4620-8413-46a4e4f66f34,6/11/2020 20:34,Comercial,0,,2c uvita Miscelánea,2,,21162_3,si,no,Estandar,0,0,CPS,Miscelánea,-74.149888,4.542353
82,39fc4fe5-38b3-4221-8f71-3cfc02d9e88a,6/11/2020 20:38,Comercial,0,,Licores Minutos,2,,33740_1,si,si,Estandar,0,0,CPS,Licores,-74.149788,4.542177
83,1e950475-13e5-47a2-88b8-afcb1a38efc2,6/11/2020 20:47,Comercial,0,,panadería Yuly,2,,35078_1,si,no,Estandar,0,0,CPS,Panadería,-74.148567,4.540558
84,8efa907e-659d-4191-8bb8-c20132e90579,6/11/2020 20:48,Comercial,0,,0,2,,35078_2,no,no,Estandar,0,0,CPS,Distribuidora,-74.148653,4.540643
85,6c5e8a2f-236b-4657-8b32-3c88201d9210,6/11/2020 20:51,Comercial,0,,Almacen  y Arreglos de Ropa,2,,35078_3,si,no,Estandar,0,0,CPS,Textil,-74.148722,4.540658
86,4baeb642-0fc4-4477-83f8-78af50de8699,6/11/2020 20:55,Comercial,0,,Cigarrería NIGERSAN,2,,35078_4,si,no,Estandar,0,0,CPS,Cigarrería,-74.148766,4.540677
87,c82c1c27-7f6e-4719-809f-7baf64f0b0f6,6/11/2020 20:57,Comercial,0,,0,2,,40927_1,no,no,Estandar,0,0,CPS,Supermercado,-74.147959,4.540156
88,e233d405-7297-4454-8e14-98bdb99dca0a,6/11/2020 21:11,Financiero,0,,Chance Paga Todo para Todo,2,,40927_2,si,no,Estandar,0,0,CPS,Juegos,-74.147989,4.54018
89,fd194bc7-75a7-420b-88a8-e080971da854,6/11/2020 21:16,Servicios,0,,Tecni Sony,2,,40927_3,si,no,Pequeña,0,0,CPS,Audiovisual,-74.148082,4.540258
90,e8d4fa6b-8ef8-489a-8031-8d0cba464da9,6/11/2020 21:18,Comercial,0,,Distribuidora de Pollo y Salsamentaria,2,,40927_5,si,no,Estandar,0,0,CPS,Distribuidora,-74.148228,4.540331
91,85a80e05-4cd4-43aa-88bb-d8c312d9b1ed,6/11/2020 21:27,Servicios,0,,Peluquería Vicky,2,,40927_6,si,no,Estandar,0,0,CPS,Peluquería,-74.148263,4.540369
92,b7427014-4d5a-4097-8da9-ec6f3a6a0f75,6/11/2020 21:28,Servicios,0,,Parabólica HV TV,2,,40927_7,si,no,Estandar,0,0,CPS,Telecomunicaciones,-74.148293,4.540387
